,Kecamatan,DaerahTingkatDua,Provinsi,KodeWilayah
6096,Bojongmangu,Kab. Bekasi,Jawa Barat,321623
6097,Cabangbungin,Kab. Bekasi,Jawa Barat,321616
6098,Cibarusah,Kab. Bekasi,Jawa Barat,321622
6099,Cibitung,Kab. Bekasi,Jawa Barat,321607
6100,Cikarang Barat,Kab. Bekasi,Jawa Barat,321608
6101,Cikarang Pusat,Kab. Bekasi,Jawa Barat,321620
6102,Cikarang Selatan,Kab. Bekasi,Jawa Barat,321619
6103,Cikarang Timur,Kab. Bekasi,Jawa Barat,321611
6104,Cikarang Utara,Kab. Bekasi,Jawa Barat,321609
6105,Karang Bahagia (Karangbahagia),Kab. Bekasi,Jawa Barat,321610
6106,Kedung Waringin,Kab. Bekasi,Jawa Barat,321612
6107,Muaragembong (Muara Gembong),Kab. Bekasi,Jawa Barat,321617
6108,Pebayuran,Kab. Bekasi,Jawa Barat,321613
6109,Serang Baru,Kab. Bekasi,Jawa Barat,321621
6110,Setu,Kab. Bekasi,Jawa Barat,321618
6111,Sukakarya,Kab. Bekasi,Jawa Barat,321614
6112,Sukatani,Kab. Bekasi,Jawa Barat,321615
6113,Sukawangi,Kab. Bekasi,Jawa Barat,321603
6114,Tambelang,Kab. Bekasi,Jawa Barat,321604
6115,Tambun Selatan,Kab. Bekasi,Jawa Barat,321606
6116,Tambun Utara,Kab. Bekasi,Jawa Barat,321605
6117,Tarumajaya,Kab. Bekasi,Jawa Barat,321601
6118,Batujajar,Kab. Bandung Barat,Jawa Barat,321709
6119,Cihampelas,Kab. Bandung Barat,Jawa Barat,321710
6120,Cikalongwetan (Cikalong Wetan),Kab. Bandung Barat,Jawa Barat,321704
6121,Cililin,Kab. Bandung Barat,Jawa Barat,321711
6122,Cipatat,Kab. Bandung Barat,Jawa Barat,321707
6123,Cipeundeuy,Kab. Bandung Barat,Jawa Barat,321705
6124,Cipongkor,Kab. Bandung Barat,Jawa Barat,321712
6125,Cisarua,Kab. Bandung Barat,Jawa Barat,321703
6126,Gununghalu,Kab. Bandung Barat,Jawa Barat,321715
6127,Lembang,Kab. Bandung Barat,Jawa Barat,321701
6128,Ngamprah,Kab. Bandung Barat,Jawa Barat,321706
6129,Padalarang,Kab. Bandung Barat,Jawa Barat,321708
6130,Parongpong,Kab. Bandung Barat,Jawa Barat,321702
6131,Rongga,Kab. Bandung Barat,Jawa Barat,321713
6132,Saguling,Kab. Bandung Barat,Jawa Barat,321716
6133,Sindangkerta,Kab. Bandung Barat,Jawa Barat,321714
6134,Cigugur,Kab. Pangandaran,Jawa Barat,321804
6135,Cijulang,Kab. Pangandaran,Jawa Barat,321802
6136,Cimerak,Kab. Pangandaran,Jawa Barat,321803
6137,Kalipucang,Kab. Pangandaran,Jawa Barat,321808
6138,Langkaplancar,Kab. Pangandaran,Jawa Barat,321805
6139,Mangunjaya,Kab. Pangandaran,Jawa Barat,321806
6140,Padaherang,Kab. Pangandaran,Jawa Barat,321807
6141,Pangandaran,Kab. Pangandaran,Jawa Barat,321809
6142,Parigi,Kab. Pangandaran,Jawa Barat,321801
6143,Sidamulih,Kab. Pangandaran,Jawa Barat,321810
6144,Bogor Barat,Kota Bogor,Jawa Barat,327104
6145,Bogor Selatan,Kota Bogor,Jawa Barat,327101
6146,Bogor Tengah,Kota Bogor,Jawa Barat,327103
6147,Bogor Timur,Kota Bogor,Jawa Barat,327102
6148,Bogor Utara,Kota Bogor,Jawa Barat,327105
6149,Tanah Sareal (Tanah Sereal),Kota Bogor,Jawa Barat,327106
6150,Baros,Kota Sukabumi,Jawa Barat,327205
6151,Cibeureum,Kota Sukabumi,Jawa Barat,327207
6152,Cikole,Kota Sukabumi,Jawa Barat,327202
6153,Citamiang,Kota Sukabumi,Jawa Barat,327203
6154,Gunungpuyuh (Gunung Puyuh),Kota Sukabumi,Jawa Barat,327201
6155,Lembursitu,Kota Sukabumi,Jawa Barat,327206
6156,Warudoyong,Kota Sukabumi,Jawa Barat,327204
6157,Andir,Kota Bandung,Jawa Barat,327305
6158,Antapani (Cicadas),Kota Bandung,Jawa Barat,327320
6159,Arcamanik,Kota Bandung,Jawa Barat,327324
6160,Astana Anyar,Kota Bandung,Jawa Barat,327310
6161,Babakan Ciparay,Kota Bandung,Jawa Barat,327303
6162,Bandung Kidul,Kota Bandung,Jawa Barat,327321
6163,Bandung Kulon,Kota Bandung,Jawa Barat,327315
6164,Bandung Wetan,Kota Bandung,Jawa Barat,327309
6165,Batununggal,Kota Bandung,Jawa Barat,327312
6166,Bojongloa Kaler,Kota Bandung,Jawa Barat,327304
6167,Bojongloa Kidul,Kota Bandung,Jawa Barat,327317
6168,Buahbatu (Margacinta),Kota Bandung,Jawa Barat,327322
6169,Cibeunying Kaler,Kota Bandung,Jawa Barat,327318
6170,Cibeunying Kidul,Kota Bandung,Jawa Barat,327314
6171,Cibiru,Kota Bandung,Jawa Barat,327325
6172,Cicendo,Kota Bandung,Jawa Barat,327306
6173,Cidadap,Kota Bandung,Jawa Barat,327308
6174,Cinambo,Kota Bandung,Jawa Barat,327329
6175,Coblong,Kota Bandung,Jawa Barat,327302
6176,Gedebage,Kota Bandung,Jawa Barat,327327
6177,Kiaracondong,Kota Bandung,Jawa Barat,327316
6178,Lengkong,Kota Bandung,Jawa Barat,327313
6179,Mandalajati,Kota Bandung,Jawa Barat,327330
6180,Panyileukan,Kota Bandung,Jawa Barat,327328
6181,Rancasari,Kota Bandung,Jawa Barat,327323
6182,Regol,Kota Bandung,Jawa Barat,327311
6183,Sukajadi,Kota Bandung,Jawa Barat,327307
6184,Sukasari,Kota Bandung,Jawa Barat,327301
6185,Sumur Bandung,Kota Bandung,Jawa Barat,327319
6186,Ujungberung (Ujung Berung),Kota Bandung,Jawa Barat,327326
6187,Harjamukti,Kota Cirebon,Jawa Barat,327403
6188,Kejaksan,Kota Cirebon,Jawa Barat,327401
6189,Kesambi,Kota Cirebon,Jawa Barat,327405
6190,Lemah Wungkuk (Lemahwungkuk),Kota Cirebon,Jawa Barat,327402
6191,Pekalipan,Kota Cirebon,Jawa Barat,327404
6192,Bantargebang (Bantar Gebang),Kota Bekasi,Jawa Barat,327507
6193,Bekasi Barat,Kota Bekasi,Jawa Barat,327502
6194,Bekasi Selatan,Kota Bekasi,Jawa Barat,327504
6195,Bekasi Timur,Kota Bekasi,Jawa Barat,327501
6196,Bekasi Utara,Kota Bekasi,Jawa Barat,327503
6197,Jatiasih,Kota Bekasi,Jawa Barat,327509
6198,Jatisampurna (Jati Sampurna),Kota Bekasi,Jawa Barat,327510
6199,Medansatria (Medan Satria),Kota Bekasi,Jawa Barat,327506
6200,Mustikajaya (Mustika Jaya),Kota Bekasi,Jawa Barat,327511
6201,Pondokgede (Pondok Gede),Kota Bekasi,Jawa Barat,327508
6202,Pondokmelati (Pondok Melati),Kota Bekasi,Jawa Barat,327512
6203,Rawalumbu,Kota Bekasi,Jawa Barat,327505
6204,Beji,Kota Depok,Jawa Barat,327606
6205,Bojongsari,Kota Depok,Jawa Barat,327611
6206,Cilodong,Kota Depok,Jawa Barat,327608
6207,Cimanggis,Kota Depok,Jawa Barat,327602
6208,Cinere,Kota Depok,Jawa Barat,327609
6209,Cipayung,Kota Depok,Jawa Barat,327607
6210,Limo,Kota Depok,Jawa Barat,327604
6211,Pancoran Mas,Kota Depok,Jawa Barat,327601
6212,Sawangan,Kota Depok,Jawa Barat,327603
6213,Sukmajaya,Kota Depok,Jawa Barat,327605
6214,Tapos,Kota Depok,Jawa Barat,327610
6215,Cimahi Selatan,Kota Cimahi,Jawa Barat,327701
6216,Cimahi Tengah,Kota Cimahi,Jawa Barat,327702
6217,Cimahi Utara,Kota Cimahi,Jawa Barat,327703
6218,Bungursari,Kota Tasikmalaya,Jawa Barat,327809
6219,Cibeureum,Kota Tasikmalaya,Jawa Barat,327806
6220,Cihideung,Kota Tasikmalaya,Jawa Barat,327801
6221,Cipedes,Kota Tasikmalaya,Jawa Barat,327802
6222,Indihiang,Kota Tasikmalaya,Jawa Barat,327804
6223,Kawalu,Kota Tasikmalaya,Jawa Barat,327805
6224,Mangkubumi,Kota Tasikmalaya,Jawa Barat,327808
6225,Purbaratu,Kota Tasikmalaya,Jawa Barat,327810
6226,Tamansari,Kota Tasikmalaya,Jawa Barat,327807
6227,Tawang,Kota Tasikmalaya,Jawa Barat,327803
6228,Banjar,Kota Banjar,Jawa Barat,327901
6229,Langensari,Kota Banjar,Jawa Barat,327904
6230,Pataruman,Kota Banjar,Jawa Barat,327902
6231,Purwaharja,Kota Banjar,Jawa Barat,327903
6232,Air Hangat,Kab. Kerinci,Jambi,150105
6233,Air Hangat Barat,Kab. Kerinci,Jambi,150121
6234,Air Hangat Timur,Kab. Kerinci,Jambi,150111
6235,Batang Merangin,Kab. Kerinci,Jambi,150107
6236,Bukitkerman,Kab. Kerinci,Jambi,150120
6237,Danau Kerinci,Kab. Kerinci,Jambi,150102
6238,Depati Tujuh,Kab. Kerinci,Jambi,150117
6239,Gunung Kerinci,Kab. Kerinci,Jambi,150106
6240,Gunung Raya,Kab. Kerinci,Jambi,150101
6241,Gunung Tujuh,Kab. Kerinci,Jambi,150115
6242,Kayu Aro,Kab. Kerinci,Jambi,150109
6243,Kayu Aro Barat,Kab. Kerinci,Jambi,150119
6244,Keliling Danau,Kab. Kerinci,Jambi,150108
6245,Sitinjau Laut,Kab. Kerinci,Jambi,150104
6246,Siulak,Kab. Kerinci,Jambi,150116
6247,Siulak Mukai,Kab. Kerinci,Jambi,150118
6248,Bangko,Kab. Merangin,Jambi,150202
6249,Bangko Barat,Kab. Merangin,Jambi,150210
6250,Batang Masumai,Kab. Merangin,Jambi,150212
6251,Jangkat,Kab. Merangin,Jambi,150201
6252,Jangkat Timur (Sungai Tenang),Kab. Merangin,Jambi,150218
6253,Lembah Masurai,Kab. Merangin,Jambi,150209
6254,Margo Tabir,Kab. Merangin,Jambi,150221
6255,Muara Siau,Kab. Merangin,Jambi,150203
6256,Nalo Tatan (Nalo Tantan),Kab. Merangin,Jambi,150211
6257,Pamenang,Kab. Merangin,Jambi,150206
6258,Pamenang Barat,Kab. Merangin,Jambi,150213
6259,Pamenang Selatan,Kab. Merangin,Jambi,150220
6260,Pangkalan Jambu,Kab. Merangin,Jambi,150217
6261,Renah Pamenang (Renah Pemenang),Kab. Merangin,Jambi,150219
6262,Renah Pembarap,Kab. Merangin,Jambi,150216
6263,Sungai Manau,Kab. Merangin,Jambi,150204
6264,Tabir,Kab. Merangin,Jambi,150205
6265,Tabir Barat,Kab. Merangin,Jambi,150223
6266,Tabir Ilir,Kab. Merangin,Jambi,150214
6267,Tabir Lintas,Kab. Merangin,Jambi,150222
6268,Tabir Selatan,Kab. Merangin,Jambi,150208
6269,Tabir Timur,Kab. Merangin,Jambi,150215
6270,Tabir Ulu,Kab. Merangin,Jambi,150207
6271,Tiang Pumpung,Kab. Merangin,Jambi,150224
6272,Air Hitam,Kab. Sarolangun,Jambi,150307
6273,Batang Asai,Kab. Sarolangun,Jambi,150301
6274,Bathin VIII (Batin VIII),Kab. Sarolangun,Jambi,150308
6275,Cermin Nan Gedang / Gadang,Kab. Sarolangun,Jambi,150310
6276,Limun,Kab. Sarolangun,Jambi,150302
6277,Mandiangin,Kab. Sarolangun,Jambi,150306
6278,Pauh,Kab. Sarolangun,Jambi,150304
6279,Pelawan,Kab. Sarolangun,Jambi,150305
6280,Sarolangun,Kab. Sarolangun,Jambi,150303
6281,Singkut,Kab. Sarolangun,Jambi,150309
6282,Bajubang,Kab. Batang Hari,Jambi,150407
6283,Batin XXIV,Kab. Batang Hari,Jambi,150404
6284,Maro Sebo Ilir,Kab. Batang Hari,Jambi,150408
6285,Maro Sebo Ulu,Kab. Batang Hari,Jambi,150406
6286,Mersam,Kab. Batang Hari,Jambi,150401
6287,Muara Bulian,Kab. Batang Hari,Jambi,150403
6288,Muara Tembesi,Kab. Batang Hari,Jambi,150402
6289,Pemayung,Kab. Batang Hari,Jambi,150405
6290,Bahar Selatan,Kab. Muaro Jambi,Jambi,150510
6291,Bahar Utara,Kab. Muaro Jambi,Jambi,150509
6292,Jambi Luar Kota,Kab. Muaro Jambi,Jambi,150501
6293,Kumpeh,Kab. Muaro Jambi,Jambi,150503
6294,Kumpeh Ulu,Kab. Muaro Jambi,Jambi,150506
6295,Maro Sebo,Kab. Muaro Jambi,Jambi,150504
6296,Mestong,Kab. Muaro Jambi,Jambi,150505
6297,Sekernan,Kab. Muaro Jambi,Jambi,150502
6298,Sungai Bahar,Kab. Muaro Jambi,Jambi,150507
6299,Sungai Gelam,Kab. Muaro Jambi,Jambi,150508
6300,Taman Rajo,Kab. Muaro Jambi,Jambi,150511
6301,Batang Asam,Kab. Tanjung Jabung Barat,Jambi,150607
6302,Betara,Kab. Tanjung Jabung Barat,Jambi,150604
6303,Bram Itam,Kab. Tanjung Jabung Barat,Jambi,150611
6304,Kuala Betara,Kab. Tanjung Jabung Barat,Jambi,150612
6305,Merlung,Kab. Tanjung Jabung Barat,Jambi,150605
6306,Muara Papalik,Kab. Tanjung Jabung Barat,Jambi,150609
6307,Pengabuan,Kab. Tanjung Jabung Barat,Jambi,150603
6308,Renah Mendaluh,Kab. Tanjung Jabung Barat,Jambi,150608
6309,Seberang Kota,Kab. Tanjung Jabung Barat,Jambi,150610
6310,Senyerang,Kab. Tanjung Jabung Barat,Jambi,150613
6311,Tebing Tinggi,Kab. Tanjung Jabung Barat,Jambi,150606
6312,Tungkal Ilir,Kab. Tanjung Jabung Barat,Jambi,150602
6313,Tungkal Ulu,Kab. Tanjung Jabung Barat,Jambi,150601
6314,Berbak,Kab. Tanjung Jabung Timur,Jambi,150711
6315,Dendang,Kab. Tanjung Jabung Timur,Jambi,150706
6316,Geragai,Kab. Tanjung Jabung Timur,Jambi,150710
6317,Kuala Jambi,Kab. Tanjung Jabung Timur,Jambi,150708
6318,Mendahara,Kab. Tanjung Jabung Timur,Jambi,150703
6319,Mendahara Ulu,Kab. Tanjung Jabung Timur,Jambi,150709
6320,Muara Sabak Barat,Kab. Tanjung Jabung Timur,Jambi,150707
6321,Muara Sabak Timur,Kab. Tanjung Jabung Timur,Jambi,150701
6322,Nipah Panjang,Kab. Tanjung Jabung Timur,Jambi,150702
6323,Rantau Rasau,Kab. Tanjung Jabung Timur,Jambi,150704
6324,Sadu,Kab. Tanjung Jabung Timur,Jambi,150705
6325,Bathin / Batin II Babeko,Kab. Bungo,Jambi,150810
6326,Bathin II Pelayang,Kab. Bungo,Jambi,150815
6327,Bathin III,Kab. Bungo,Jambi,150811
6328,Bathin III Ulu,Kab. Bungo,Jambi,150814
6329,Bungo Dani,Kab. Bungo,Jambi,150812
6330,Jujuhan,Kab. Bungo,Jambi,150804
6331,Jujuhan Ilir,Kab. Bungo,Jambi,150816
6332,Limbur Lubuk Mengkuang,Kab. Bungo,Jambi,150807
6333,Muko-muko Bathin / Batin VII,Kab. Bungo,Jambi,150808
6334,Pasar Muaro Bungo (Pasar Muara Bungo),Kab. Bungo,Jambi,150803
6335,Pelepat,Kab. Bungo,Jambi,150806
6336,Pelepat Ilir,Kab. Bungo,Jambi,150809
6337,Rantau Pandan,Kab. Bungo,Jambi,150802
6338,Rimbo Tengah,Kab. Bungo,Jambi,150813
6339,Tanah Sepenggal,Kab. Bungo,Jambi,150805
6340,Tanah Sepenggal Lintas,Kab. Bungo,Jambi,150817
6341,Tanah Tumbuh,Kab. Bungo,Jambi,150801
6342,Muara Tabir,Kab. Tebo,Jambi,150912
6343,Rimbo Bujang,Kab. Tebo,Jambi,150904
6344,Rimbo Ilir,Kab. Tebo,Jambi,150908
6345,Rimbo Ulu,Kab. Tebo,Jambi,150907
6346,Serai Serumpun,Kab. Tebo,Jambi,150910
6347,Sumay,Kab. Tebo,Jambi,150905
6348,Tebo Ilir,Kab. Tebo,Jambi,150902
6349,Tebo Tengah,Kab. Tebo,Jambi,150901
6350,Tebo Ulu,Kab. Tebo,Jambi,150903
6351,Tengah Ilir,Kab. Tebo,Jambi,150909
6352,VII Koto,Kab. Tebo,Jambi,150906
6353,VII Koto Ilir,Kab. Tebo,Jambi,150911
6354,Alam Barajo,Kota Jambi,Jambi,157109
6355,Danau Sipin,Kota Jambi,Jambi,157110
6356,Danau Teluk,Kota Jambi,Jambi,157106
6357,Jambi Selatan,Kota Jambi,Jambi,157102
6358,Jambi Timur,Kota Jambi,Jambi,157103
6359,Jelutung,Kota Jambi,Jambi,157108
6360,Kota Baru,Kota Jambi,Jambi,157107
6361,Paal Merah,Kota Jambi,Jambi,157111
6362,Pasar Jambi,Kota Jambi,Jambi,157104
6363,Pelayangan,Kota Jambi,Jambi,157105
6364,Telanaipura,Kota Jambi,Jambi,157101
6365,Hamparan Rawang,Kota Sungaipenuh,Jambi,157203
6366,Koto Baru,Kota Sungaipenuh,Jambi,157207
6367,Kumun Debai,Kota Sungaipenuh,Jambi,157205
6368,Pesisir Bukit,Kota Sungaipenuh,Jambi,157202
6369,Pondok Tinggi,Kota Sungaipenuh,Jambi,157206
6370,Sungai Bungkal,Kota Sungaipenuh,Jambi,157208
6371,Sungai Penuh,Kota Sungaipenuh,Jambi,157201
6372,Tanah Kampung,Kota Sungaipenuh,Jambi,157204
6373,Asparaga,Kab. Gorontalo,Gorontalo,750121
6374,Batudaa,Kab. Gorontalo,Gorontalo,750103
6375,Batudaa Pantai,Kab. Gorontalo,Gorontalo,750105
6376,Bilato,Kab. Gorontalo,Gorontalo,750123
6377,Biluhu,Kab. Gorontalo,Gorontalo,750120
6378,Boliohuto (Boliyohuto),Kab. Gorontalo,Gorontalo,750109
6379,Bongomeme,Kab. Gorontalo,Gorontalo,750111
6380,Dungaliyo,Kab. Gorontalo,Gorontalo,750124
6381,Limboto,Kab. Gorontalo,Gorontalo,750101
6382,Limboto Barat,Kab. Gorontalo,Gorontalo,750117
6383,Mootilango,Kab. Gorontalo,Gorontalo,750114
6384,Pulubala,Kab. Gorontalo,Gorontalo,750116
6385,Tabongo,Kab. Gorontalo,Gorontalo,750119
6386,Talaga Jaya (Telaga Jaya),Kab. Gorontalo,Gorontalo,750122
6387,Telaga,Kab. Gorontalo,Gorontalo,750102
6388,Telaga Biru,Kab. Gorontalo,Gorontalo,750110
6389,Tibawa,Kab. Gorontalo,Gorontalo,750104
6390,Tilango,Kab. Gorontalo,Gorontalo,750118
6391,Tolangohula,Kab. Gorontalo,Gorontalo,750113
6392,Botumoita,Kab. Boalemo,Gorontalo,750206
6393,Dulupi,Kab. Boalemo,Gorontalo,750203
6394,Mananggu,Kab. Boalemo,Gorontalo,750205
6395,Paguyaman,Kab. Boalemo,Gorontalo,750201
6396,Paguyaman Pantai,Kab. Boalemo,Gorontalo,750207
6397,Tilamuta,Kab. Boalemo,Gorontalo,750204
6398,Wonosari,Kab. Boalemo,Gorontalo,750202
6399,Bone,Kab. Bone Bolango,Gorontalo,750309
6400,Bone Raya,Kab. Bone Bolango,Gorontalo,750310
6401,Bonepantai,Kab. Bone Bolango,Gorontalo,750304
6402,Botupingge (Botu Pingge),Kab. Bone Bolango,Gorontalo,750307
6403,Bulango Selatan,Kab. Bone Bolango,Gorontalo,750315
6404,Bulango Timur,Kab. Bone Bolango,Gorontalo,750316
6405,Bulango Ulu,Kab. Bone Bolango,Gorontalo,750314
6406,Bulango Utara,Kab. Bone Bolango,Gorontalo,750305
6407,Bulawa,Kab. Bone Bolango,Gorontalo,750317
6408,Kabila,Kab. Bone Bolango,Gorontalo,750302
6409,Kabila Bone,Kab. Bone Bolango,Gorontalo,750308
6410,Pinogu,Kab. Bone Bolango,Gorontalo,750318
6411,Suwawa,Kab. Bone Bolango,Gorontalo,750303
6412,Suwawa Selatan,Kab. Bone Bolango,Gorontalo,750312
6413,Suwawa Tengah,Kab. Bone Bolango,Gorontalo,750313
6414,Suwawa Timur,Kab. Bone Bolango,Gorontalo,750311
6415,Tapa,Kab. Bone Bolango,Gorontalo,750301
6416,Tilongkabila,Kab. Bone Bolango,Gorontalo,750306
6417,Buntulia,Kab. Pohuwato,Gorontalo,750409
6418,Dengilo,Kab. Pohuwato,Gorontalo,750408
6419,Duhiadaa,Kab. Pohuwato,Gorontalo,750410
6420,Lemito,Kab. Pohuwato,Gorontalo,750402
6421,Marisa,Kab. Pohuwato,Gorontalo,750404
6422,Paguat,Kab. Pohuwato,Gorontalo,750405
6423,Patilanggio,Kab. Pohuwato,Gorontalo,750406
6424,Popayato,Kab. Pohuwato,Gorontalo,750401
6425,Popayato Barat,Kab. Pohuwato,Gorontalo,750413
6426,Popayato Timur,Kab. Pohuwato,Gorontalo,750412
6427,Randangan,Kab. Pohuwato,Gorontalo,750403
6428,Taluditi (Taluduti),Kab. Pohuwato,Gorontalo,750407
6429,Wanggarasi,Kab. Pohuwato,Gorontalo,750411
6430,Anggrek,Kab. Gorontalo Utara,Gorontalo,750503
6431,Atinggola,Kab. Gorontalo Utara,Gorontalo,750501
6432,Biau,Kab. Gorontalo Utara,Gorontalo,750510
6433,Gentuma Raya,Kab. Gorontalo Utara,Gorontalo,750506
6434,Kwandang,Kab. Gorontalo Utara,Gorontalo,750502
6435,Monano,Kab. Gorontalo Utara,Gorontalo,750509
6436,Ponelo Kepulauan,Kab. Gorontalo Utara,Gorontalo,750508
6437,Sumalata,Kab. Gorontalo Utara,Gorontalo,750504
6438,Sumalata Timur,Kab. Gorontalo Utara,Gorontalo,750511
6439,Tolinggula,Kab. Gorontalo Utara,Gorontalo,750505
6440,Tomolito,Kab. Gorontalo Utara,Gorontalo,750507
6441,Dumbo Raya,Kota Gorontalo,Gorontalo,757108
6442,Dungingi,Kota Gorontalo,Gorontalo,757104
6443,Hulonthalangi,Kota Gorontalo,Gorontalo,757109
6444,Kota Barat,Kota Gorontalo,Gorontalo,757101
6445,Kota Selatan,Kota Gorontalo,Gorontalo,757102
6446,Kota Tengah,Kota Gorontalo,Gorontalo,757106
6447,Kota Timur,Kota Gorontalo,Gorontalo,757105
6448,Kota Utara,Kota Gorontalo,Gorontalo,757103
6449,Sipatana,Kota Gorontalo,Gorontalo,757107
6450,Kepulauan Seribu Selatan,Kab. Kepulauan Seribu,DKI Jakarta,310102
6451,Kepulauan Seribu Utara,Kab. Kepulauan Seribu,DKI Jakarta,310101
6452,Cempaka Putih,Kota Jakarta Pusat,DKI Jakarta,317105
6453,Gambir,Kota Jakarta Pusat,DKI Jakarta,317101
6454,Johar Baru,Kota Jakarta Pusat,DKI Jakarta,317108
6455,Kemayoran,Kota Jakarta Pusat,DKI Jakarta,317103
6456,Menteng,Kota Jakarta Pusat,DKI Jakarta,317106
6457,Sawah Besar,Kota Jakarta Pusat,DKI Jakarta,317102
6458,Senen,Kota Jakarta Pusat,DKI Jakarta,317104
6459,Tanah Abang,Kota Jakarta Pusat,DKI Jakarta,317107
6460,Cilincing,Kota Jakarta Utara,DKI Jakarta,317204
6461,Kelapa Gading,Kota Jakarta Utara,DKI Jakarta,317206
6462,Koja,Kota Jakarta Utara,DKI Jakarta,317203
6463,Pademangan,Kota Jakarta Utara,DKI Jakarta,317205
6464,Penjaringan,Kota Jakarta Utara,DKI Jakarta,317201
6465,Tanjung Priok,Kota Jakarta Utara,DKI Jakarta,317202
6466,Cengkareng,Kota Jakarta Barat,DKI Jakarta,317301
6467,Grogol Petamburan,Kota Jakarta Barat,DKI Jakarta,317302
6468,Kalideres,Kota Jakarta Barat,DKI Jakarta,317306
6469,Kebon Jeruk,Kota Jakarta Barat,DKI Jakarta,317305
6470,Kembangan,Kota Jakarta Barat,DKI Jakarta,317308
6471,Pal Merah (Palmerah),Kota Jakarta Barat,DKI Jakarta,317307
6472,Taman Sari,Kota Jakarta Barat,DKI Jakarta,317303
6473,Tambora,Kota Jakarta Barat,DKI Jakarta,317304
6474,Cilandak,Kota Jakarta Selatan,DKI Jakarta,317406
6475,Jagakarsa,Kota Jakarta Selatan,DKI Jakarta,317409
6476,Kebayoran Baru,Kota Jakarta Selatan,DKI Jakarta,317407
6477,Kebayoran Lama,Kota Jakarta Selatan,DKI Jakarta,317405
6478,Mampang Prapatan,Kota Jakarta Selatan,DKI Jakarta,317403
6479,Pancoran,Kota Jakarta Selatan,DKI Jakarta,317408
6480,Pasar Minggu,Kota Jakarta Selatan,DKI Jakarta,317404
6481,Pesanggrahan,Kota Jakarta Selatan,DKI Jakarta,317410
6482,Setiabudi (Setia Budi),Kota Jakarta Selatan,DKI Jakarta,317402
6483,Tebet,Kota Jakarta Selatan,DKI Jakarta,317401
6484,Cakung,Kota Jakarta Timur,DKI Jakarta,317506
6485,Cipayung,Kota Jakarta Timur,DKI Jakarta,317510
6486,Ciracas,Kota Jakarta Timur,DKI Jakarta,317509
6487,Duren Sawit,Kota Jakarta Timur,DKI Jakarta,317507
6488,Jatinegara,Kota Jakarta Timur,DKI Jakarta,317503
6489,Kramatjati (Kramat Jati),Kota Jakarta Timur,DKI Jakarta,317504
6490,Makasar,Kota Jakarta Timur,DKI Jakarta,317508
6491,Matraman,Kota Jakarta Timur,DKI Jakarta,317501
6492,Pasar Rebo,Kota Jakarta Timur,DKI Jakarta,317505
6493,Pulogadung (Pulo Gadung),Kota Jakarta Timur,DKI Jakarta,317502
6494,Galur,Kab. Kulon Progo,DI Yogyakarta,340104
6495,Girimulyo,Kab. Kulon Progo,DI Yogyakarta,340109
6496,Kalibawang,Kab. Kulon Progo,DI Yogyakarta,340112
6497,Kokap,Kab. Kulon Progo,DI Yogyakarta,340108
6498,Lendah,Kab. Kulon Progo,DI Yogyakarta,340105
6499,Nanggulan,Kab. Kulon Progo,DI Yogyakarta,340110
6500,Panjatan,Kab. Kulon Progo,DI Yogyakarta,340103
6501,Pengasih,Kab. Kulon Progo,DI Yogyakarta,340107
6502,Samigaluh,Kab. Kulon Progo,DI Yogyakarta,340111
6503,Sentolo,Kab. Kulon Progo,DI Yogyakarta,340106
6504,Temon,Kab. Kulon Progo,DI Yogyakarta,340101
6505,Wates,Kab. Kulon Progo,DI Yogyakarta,340102
6506,Bambanglipuro (Bambang Lipuro),Kab. Bantul,DI Yogyakarta,340205
6507,Banguntapan,Kab. Bantul,DI Yogyakarta,340212
6508,Bantul,Kab. Bantul,DI Yogyakarta,340208
6509,Dlingo,Kab. Bantul,DI Yogyakarta,340211
6510,Imogiri,Kab. Bantul,DI Yogyakarta,340210
6511,Jetis,Kab. Bantul,DI Yogyakarta,340209
6512,Kasihan,Kab. Bantul,DI Yogyakarta,340216
6513,Kretek,Kab. Bantul,DI Yogyakarta,340203
6514,Pajangan,Kab. Bantul,DI Yogyakarta,340207
6515,Pandak,Kab. Bantul,DI Yogyakarta,340206
6516,Piyungan,Kab. Bantul,DI Yogyakarta,340214
6517,Pleret,Kab. Bantul,DI Yogyakarta,340213
6518,Pundong,Kab. Bantul,DI Yogyakarta,340204
6519,Sanden,Kab. Bantul,DI Yogyakarta,340202
6520,Sedayu,Kab. Bantul,DI Yogyakarta,340217
6521,Sewon,Kab. Bantul,DI Yogyakarta,340215
6522,Srandakan,Kab. Bantul,DI Yogyakarta,340201
6523,Gedangsari (Gedang Sari),Kab. Gunung Kidul,DI Yogyakarta,340314
6524,Girisubo,Kab. Gunung Kidul,DI Yogyakarta,340316
6525,Karangmojo,Kab. Gunung Kidul,DI Yogyakarta,340309
6526,Ngawen,Kab. Gunung Kidul,DI Yogyakarta,340313
6527,Nglipar,Kab. Gunung Kidul,DI Yogyakarta,340302
6528,Paliyan,Kab. Gunung Kidul,DI Yogyakarta,340305
6529,Panggang,Kab. Gunung Kidul,DI Yogyakarta,340306
6530,Patuk,Kab. Gunung Kidul,DI Yogyakarta,340304
6531,Playen,Kab. Gunung Kidul,DI Yogyakarta,340303
6532,Ponjong,Kab. Gunung Kidul,DI Yogyakarta,340310
